"date","node1","node2","node3","Here"
"2016-11-20 01:00:00",272.377,263.829,111.706,1.21714285714286
"2016-11-20 02:00:00",247.249,263.865,111.78,6.696
"2016-11-20 03:00:00",272.377,NA,NA,6.88
"2016-11-20 04:00:00",247.187,263.853,NA,6.98888888888889
"2016-11-20 05:00:00",322.991,289.06,137.026,5.43363636363636
"2016-11-20 06:00:00",322.966,288.949,136.865,3.66625
"2016-11-20 07:00:00",297.899,289.011,136.927,4.18846153846154
"2016-11-20 08:00:00",297.789,289.023,136.865,3.486
"2016-11-20 09:00:00",348.156,289.035,137.075,6.39571428571429
"2016-11-20 10:00:00",398.898,289.121,238.008,3.18375
"2016-11-20 11:00:00",402.7465,289.183,263.119,0.6325
"2016-11-20 12:00:00",407.279333333333,289.2625,263.156,0
"2016-11-20 13:00:00",403.9212,289.109,288.438,0
"2016-11-20 14:00:00",373.555333333333,263.853,187.48,0
"2016-11-20 15:00:00",373.6094,263.865,NA,0
"2016-11-20 16:00:00",307.631,263.927,137.124,0
"2016-11-20 17:00:00",297.887,263.915,137.112,0
"2016-11-20 18:00:00",309.146,257.146,137.136,0
"2016-11-20 19:00:00",221.886,239.15,137.198,0
"2016-11-20 20:00:00",272.599,239.211,112.15,5.2775
"2016-11-20 21:00:00",225.237,239.211,112.15,5.77111111111111
"2016-11-20 22:00:00",297.333,239.236,NA,3.43923076923077
"2016-11-20 23:00:00",348.415,264.246,NA,5.98285714285714
"2016-11-21 00:00:00",373.765,264.246,NA,6.90181818181818
"2016-11-21 01:00:00",373.716,264.234,NA,6.99090909090909
"2016-11-21 02:00:00",373.703,264.246,NA,6.78538461538462
"2016-11-21 03:00:00",383.73,264.222,NA,7.89
"2016-11-21 04:00:00",373.752,264.197,NA,7.74
"2016-11-21 05:00:00",350.386,264.197,NA,4.58818181818182
"2016-11-21 06:00:00",348.452,289.293,NA,5.95875
"2016-11-21 07:00:00",348.378,289.232,NA,3.78
"2016-11-21 08:00:00",373.765,314.291,NA,1.99666666666667
"2016-11-21 09:00:00",373.703,289.441,NA,3.19833333333333
"2016-11-21 10:00:00",373.777,314.353,NA,1.52714285714286
"2016-11-21 11:00:00",323.188,289.465,NA,0.413333333333333
"2016-11-21 12:00:00",373.802,289.514,NA,0
"2016-11-21 13:00:00",373.728,314.5,NA,0
"2016-11-21 14:00:00",373.783,289.6,238.255,0
"2016-11-21 15:00:00",373.74,339.756,NA,0
"2016-11-21 16:00:00",348.439,314.476,NA,0
"2016-11-21 17:00:00",323.249,289.539,NA,0
"2016-11-21 18:00:00",298.047,289.514,NA,0
"2016-11-21 19:00:00",323.225,289.551,143.744,0
"2016-11-21 20:00:00",323.225,274.7,NA,4.45166666666667
"2016-11-21 21:00:00",352.036,264.271,NA,5.99
"2016-11-21 22:00:00",373.703,289.49,212.886,3.07
"2016-11-21 23:00:00",398.942,289.539,238.193,7.53333333333333
"2016-11-22 00:00:00",398.93,289.49,263.353,6.7725
"2016-11-22 01:00:00",398.942,289.514,263.476,5.124
"2016-11-22 02:00:00",398.93,289.576,263.39,3.67
"2016-11-22 03:00:00",398.918,289.502,NA,5.865
"2016-11-22 04:00:00",398.955,289.49,NA,8.475
"2016-11-22 05:00:00",398.942,289.514,NA,8.93
"2016-11-22 06:00:00",398.955,289.514,263.414,4.74444444444444
"2016-11-22 07:00:00",424.034,339.682,NA,3.67
"2016-11-22 08:00:00",398.93,314.488,263.242,3.514
"2016-11-22 09:00:00",436.789,364.791,237.996,3.74166666666667
"2016-11-22 10:00:00",462.176,390.071,313.857,2.47
"2016-11-22 11:00:00",445.555166666667,302.3945,313.906,0.92
"2016-11-22 12:00:00",439.7242,287.909166666667,289.03,0
"2016-11-22 13:00:00",439.7486,289.876833333333,288.968,0
"2016-11-22 14:00:00",449.778,291.6765,289.042,0
"2016-11-22 15:00:00",453.797666666667,308.296666666667,288.931,0
"2016-11-22 16:00:00",435.107666666667,318.941,276.1605,0
"2016-11-22 17:00:00",436.817666666667,307.540285714286,263.266,0
"2016-11-22 18:00:00",424.165333333333,314.629,263.353,0
"2016-11-22 19:00:00",443.1655,289.564,263.254,0.345
"2016-11-22 20:00:00",453.512333333333,314.463,245.454,3.3625
"2016-11-22 21:00:00",453.4835,289.551,263.205,2.42833333333333
"2016-11-22 22:00:00",438.798666666667,289.441,263.217,4.502
"2016-11-22 23:00:00",424.027833333333,289.453,238.045,3.67
"2016-11-23 00:00:00",424.015333333333,314.39,238.058,7.075
"2016-11-23 01:00:00",424.001166666667,289.293,NA,7.904
"2016-11-23 02:00:00",423.993,314.242,NA,7.875
"2016-11-23 03:00:00",423.984666666667,289.281,212.59,8.80333333333333
"2016-11-23 04:00:00",424.007166666667,289.232,136.915,8.54666666666667
"2016-11-23 05:00:00",451.2375,314.132,162.16,8.42666666666667
"2016-11-23 06:00:00",440.806666666667,314.144,136.804,6.9875
"2016-11-23 07:00:00",423.886,339.277,162.099,7.88
"2016-11-23 08:00:00",322.954,465.053,187.16,4.24
"2016-11-23 09:00:00",482.822333333333,414.787,162.099,5.068
"2016-11-23 10:00:00",512.514833333333,389.678,NA,3.67
"2016-11-23 11:00:00",515.1288,354.7696,338.942,3.9
"2016-11-23 12:00:00",479.9074,323.326333333333,NA,1.12
"2016-11-23 13:00:00",453.8265,318.085166666667,288.956,3.87333333333333
"2016-11-23 14:00:00",453.6725,327.244833333333,250.915,0
"2016-11-23 15:00:00",474.3766,339.789571428571,212.874,0
"2016-11-23 16:00:00",474.5638,353.6248,NA,0
"2016-11-23 17:00:00",440.8785,322.933,137.161,1.14
"2016-11-23 18:00:00",423.7835,302.048166666667,NA,0
"2016-11-23 19:00:00",426.4532,310.348166666667,137.136,0
"2016-11-23 20:00:00",428.661333333333,293.676666666667,137.112,0.69
"2016-11-23 21:00:00",424.003333333333,289.533,NA,3.67
"2016-11-23 22:00:00",401.1985,289.171,120.655,2.858
"2016-11-23 23:00:00",398.778,289.072,111.632,2.29333333333333
"2016-11-24 00:00:00",398.710333333333,288.949,NA,3.80666666666667
"2016-11-24 01:00:00",388.595333333333,288.839,111.447,2.875
"2016-11-24 02:00:00",380.032333333333,288.777,86.238,4.02
"2016-11-24 03:00:00",373.534833333333,288.728,86.3,2.54
"2016-11-24 04:00:00",390.392,288.765,86.349,3.21
"2016-11-24 05:00:00",398.7945,288.765,86.3,2.83
"2016-11-24 06:00:00",407.119333333333,288.753,111.385,1.22333333333333
"2016-11-24 07:00:00",444.902,288.716,86.14,3.21
"2016-11-24 08:00:00",440.897,313.702,86.177,3.67
"2016-11-24 09:00:00",474.426,313.714,111.336,3.67
"2016-11-24 10:00:00",487.189166666667,338.921,111.743,2.7525
"2016-11-24 11:00:00",470.736833333333,314.132,288.913,0.46
"2016-11-24 12:00:00",455.138333333333,277.523166666667,NA,0.153333333333333
"2016-11-24 13:00:00",468.187,302.1015,314.017,0
"2016-11-24 14:00:00",478.835666666667,302.050166666667,288.746,0
"2016-11-24 15:00:00",453.611,322.888333333333,263.143,0
"2016-11-24 16:00:00",453.699,343.7955,244.221,0
"2016-11-24 17:00:00",448.985833333333,327.0398,197.058,0
"2016-11-24 18:00:00",434.939166666667,323.672333333333,136.865,0
"2016-11-24 19:00:00",420.036833333333,NA,111.681,0.19
"2016-11-24 20:00:00",415.540666666667,NA,111.644,0.336
"2016-11-24 21:00:00",436.4995,NA,111.681,4.3025
"2016-11-24 22:00:00",438.466333333333,NA,111.595,0.59
"2016-11-24 23:00:00",407.088666666667,NA,111.595,1.38
"2016-11-25 00:00:00",388.6104,NA,86.374,2.16333333333333
"2016-11-25 01:00:00",378.5294,NA,86.399,1.0875
"2016-11-25 02:00:00",369.279166666667,NA,86.362,0.482857142857143
"2016-11-25 03:00:00",373.4735,NA,NA,0.92
"2016-11-25 04:00:00",373.5282,NA,86.399,0.92
"2016-11-25 05:00:00",369.268833333333,NA,NA,1.765
